Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Devil Rays' Mark Hendrickson facing 1-2-3
t1,0-0,0,"['', '', '']",1(0-0) X,O,BOS,J. Damon,M. Hendrickson,-2%,48%,Flyball: RF
t1,0-0,1,"['', '', '']",4(1-2) CBFS,O,BOS,M. Bellhorn,M. Hendrickson,-2%,46%,Strikeout Swinging
t1,0-0,2,"['', '', '']",1(0-0) X,O,BOS,K. Millar,M. Hendrickson,-1%,45%,Flyball: CF
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 0 Devil Rays 0.
Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3,Bottom of the 1st Devil Rays Batting Tied 0-0 Red Sox' Tim Wakefield facing 1-2-3
b1,0-0,0,"['', '', '']",6(1-2) CBFFFX,,TBD,C. Crawford,T. Wakefield,-3%,42%,Single to 2B (Ground Ball)
b1,0-0,0,"['Crawford', '', '']",2(1-0) 1P>C,,TBD,R. Baldelli,T. Wakefield,-2%,39%,Crawford Steals 2B
b1,0-0,0,"['', 'Crawford', '']",4(2-1) 1P>C.BX,O,TBD,R. Baldelli,T. Wakefield,1%,41%,Flyball: RF; Crawford to 3B
b1,0-0,1,"['', '', 'Crawford']",6(2-2) FBBCFX,RO,TBD,T. Martinez,T. Wakefield,-2%,39%,Groundout: 1B unassisted; Crawford Scores
b1,1-0,2,"['', '', '']",5(0-2) SCFFX,O,TBD,J. Lugo,T. Wakefield,1%,40%,Flyball: CF (Deep CF-RF)
,,,,,,,,,1 run 1 hit 0 errors 0 LOB. Red Sox 0 Devil Rays 1.,1 run 1 hit 0 errors 0 LOB. Red Sox 0 Devil Rays 1.,1 run 1 hit 0 errors 0 LOB. Red Sox 0 Devil Rays 1.
Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6,Top of the 2nd Red Sox Batting Behind 0-1 Devil Rays' Mark Hendrickson facing 4-5-6
t2,0-1,0,"['', '', '']",3(2-0) BBX,,BOS,M. Ramirez,M. Hendrickson,6%,46%,Double to LF (Ground Ball thru Deep LF Line)
t2,0-1,0,"['', 'Ramirez', '']",6(3-2) CCBBB*B,,BOS,D. Ortiz,M. Hendrickson,4%,50%,Walk
t2,0-1,0,"['Ortiz', 'Ramirez', '']",6(1-2) CBFFFX,O,BOS,D. Mirabelli,M. Hendrickson,-3%,47%,Groundout: SS-2B/Forceout at 2B; Ramirez to 3B
t2,0-1,1,"['Mirabelli', '', 'Ramirez']",1(0-0) B,,BOS,B. Mueller,M. Hendrickson,2%,49%,Wild Pitch; Mirabelli to 2B
t2,0-1,1,"['', 'Mirabelli', 'Ramirez']",3(1-1) B.FX,R,BOS,B. Mueller,M. Hendrickson,8%,57%,Single to LF (Ground Ball); Ramirez Scores; Mirabelli to 3B
t2,1-1,1,"['Mueller', '', 'Mirabelli']",4(2-1) CBBX,O,BOS,G. Kapler,M. Hendrickson,-7%,50%,Flyball: CF
t2,1-1,2,"['Mueller', '', 'Mirabelli']",7(3-2) BBCSBFX,R,BOS,P. Reese,M. Hendrickson,9%,59%,Single to LF (Line Drive); Mirabelli Scores; Mueller to 2B
t2,2-1,2,"['Reese', 'Mueller', '']",2(0-1) CX,O,BOS,J. Damon,M. Hendrickson,-4%,55%,Groundout: P-1B
,,,,,,,,,2 runs 3 hits 0 errors 2 LOB. Red Sox 2 Devil Rays 1.,2 runs 3 hits 0 errors 2 LOB. Red Sox 2 Devil Rays 1.,2 runs 3 hits 0 errors 2 LOB. Red Sox 2 Devil Rays 1.
Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7,Bottom of the 2nd Devil Rays Batting Behind 1-2 Red Sox' Tim Wakefield facing 5-6-7
b2,1-2,0,"['', '', '']",5(1-2) CCBFX,O,TBD,A. Huff,T. Wakefield,3%,58%,Flyball: CF
b2,1-2,1,"['', '', '']",7(3-2) LBCFBBX,O,TBD,J. Cruz,T. Wakefield,2%,60%,Flyball: CF
b2,1-2,2,"['', '', '']",5(1-2) CFFBX,O,TBD,R. Fick,T. Wakefield,1%,61%,Groundout: SS-1B
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 2 Devil Rays 1.,0 runs 0 hits 0 errors 0 LOB. Red Sox 2 Devil Rays 1.,0 runs 0 hits 0 errors 0 LOB. Red Sox 2 Devil Rays 1.
Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4,Top of the 3rd Red Sox Batting Ahead 2-1 Devil Rays' Mark Hendrickson facing 2-3-4
t3,2-1,0,"['', '', '']",3(2-0) BBX,O,BOS,M. Bellhorn,M. Hendrickson,-2%,59%,Groundout: SS-1B
t3,2-1,1,"['', '', '']",6(1-2) CFBFFS,O,BOS,K. Millar,M. Hendrickson,-2%,57%,Strikeout Swinging
t3,2-1,2,"['', '', '']",5(3-1) BBCBX,,BOS,M. Ramirez,M. Hendrickson,2%,59%,Double to RF (Fly Ball to Deep RF)
t3,2-1,2,"['', 'Ramirez', '']",1(0-0) B,,BOS,D. Ortiz,M. Hendrickson,0%,60%,Wild Pitch; Ramirez to 3B
t3,2-1,2,"['', '', 'Ramirez']",4(1-2) B.FFX,O,BOS,D. Ortiz,M. Hendrickson,-4%,56%,Lineout: RF
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Red Sox 2 Devil Rays 1.,0 runs 1 hit 0 errors 1 LOB. Red Sox 2 Devil Rays 1.,0 runs 1 hit 0 errors 1 LOB. Red Sox 2 Devil Rays 1.
