Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3,Top of the 1st Orioles Batting Tied 0-0 Red Sox' Derek Lowe facing 1-2-3
t1,0-0,0,"['', '', '']",2(1-0) BX,,BAL,B. Roberts,D. Lowe,3%,53%,Single to LF (Ground Ball)
t1,0-0,0,"['Roberts', '', '']",2(0-1) >LX,O,BAL,M. Mora,D. Lowe,-3%,50%,Flyball: RF
t1,0-0,1,"['Roberts', '', '']",4(2-2) BBFF11,,BAL,M. Tejada,D. Lowe,1%,51%,Roberts Steals 2B
t1,0-0,1,"['', 'Roberts', '']",5(2-2) BBFF11.X,O,BAL,M. Tejada,D. Lowe,-3%,48%,Groundout: 2B-1B; Roberts to 3B
t1,0-0,2,"['', '', 'Roberts']",3(1-1) BCX,O,BAL,R. Palmeiro,D. Lowe,-4%,45%,Groundout: 1B-P
,,,,,,,,,0 runs 1 hit 0 errors 1 LOB. Orioles 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Orioles 0 Red Sox 0.,0 runs 1 hit 0 errors 1 LOB. Orioles 0 Red Sox 0.
Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3,Bottom of the 1st Red Sox Batting Tied 0-0 Orioles' Rodrigo Lopez facing 1-2-3
b1,0-0,0,"['', '', '']",6(2-2) CCBFBX,,BOS,J. Damon,R. Lopez,-3%,42%,Single to RF (Fly Ball)
b1,0-0,0,"['Damon', '', '']",3(2-0) BBX,,BOS,M. Bellhorn,R. Lopez,-5%,36%,Single to CF (Ground Ball); Damon to 2B
b1,0-0,0,"['Bellhorn', 'Damon', '']",7(3-2) SFB*BFBS,O,BOS,D. Ortiz,R. Lopez,5%,41%,Strikeout Swinging
b1,0-0,1,"['Bellhorn', 'Damon', '']",5(2-2) BCFBC,O,BOS,M. Ramirez,R. Lopez,4%,46%,Strikeout Looking
b1,0-0,2,"['Bellhorn', 'Damon', '']",6(3-2) CBBSB>X,O,BOS,J. Varitek,R. Lopez,4%,50%,Groundout: SS-1B
,,,,,,,,,0 runs 2 hits 0 errors 2 LOB. Orioles 0 Red Sox 0.,0 runs 2 hits 0 errors 2 LOB. Orioles 0 Red Sox 0.,0 runs 2 hits 0 errors 2 LOB. Orioles 0 Red Sox 0.
