Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3,Top of the 1st Red Sox Batting Tied 0-0 Yankees' Kevin Brown facing 1-2-3
t1,0-0,0,"['', '', '']",5(3-1) CBBBB,,BOS,J. Damon,K. Brown,3%,53%,Walk
t1,0-0,0,"['Damon', '', '']",6(3-2) CB1C*B1B>B,,BOS,B. Mueller,K. Brown,5%,59%,Walk; Damon to 2B
t1,0-0,0,"['Mueller', 'Damon', '']",2(1-0) BX,O,BOS,D. Ortiz,K. Brown,-1%,58%,Groundout: 1B-P; Damon to 3B; Mueller to 2B
t1,0-0,1,"['', 'Mueller', 'Damon']",3(1-1) FBX,RO,BOS,M. Ramirez,K. Brown,-0%,58%,Flyball: CF/Sacrifice Fly; Damon Scores
t1,1-0,2,"['', 'Mueller', '']",5(2-2) FBF*BX,O,BOS,J. Varitek,K. Brown,-3%,55%,Groundout: SS-1B
,,,,,,,,,1 run 0 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.,1 run 0 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.,1 run 0 hits 0 errors 1 LOB. Red Sox 1 Yankees 0.
Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3,Bottom of the 1st Yankees Batting Behind 0-1 Red Sox' Bronson Arroyo facing 1-2-3
b1,0-1,0,"['', '', '']",5(3-1) BFBBB,,NYY,D. Jeter,B. Arroyo,-4%,51%,Walk
b1,0-1,0,"['Jeter', '', '']",6(3-2) BCFBB>C,OO,NYY,H. Matsui,B. Arroyo,8%,59%,Double Play: Strikeout Looking Jeter Caught Stealing 2B (C-SS)
b1,0-1,2,"['', '', '']",4(2-1) BCBX,O,NYY,A. Rodriguez,B. Arroyo,1%,60%,Groundout: P-1B (Front of Home)
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Yankees 0.,0 runs 0 hits 0 errors 0 LOB. Red Sox 1 Yankees 0.
Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8,Top of the 2nd Red Sox Batting Ahead 1-0 Yankees' Kevin Brown facing 6-7-8
t2,1-0,0,"['', '', '']",4(2-1) BCBX,,BOS,K. Millar,K. Brown,6%,65%,Single to P (Ground Ball); Millar to 2B/Adv on E1 (throw)
t2,1-0,0,"['', 'Millar', '']",2(0-1) FX,,BOS,M. Bellhorn,K. Brown,6%,71%,Reached on E1 (catch) (Ground Ball to 1B); Millar to 3B
t2,1-0,0,"['Bellhorn', '', 'Millar']",4(1-2) F1BCH,,BOS,G. Kapler,K. Brown,3%,74%,Hit By Pitch; Bellhorn to 2B
